,name,site_url,country,bias,factual,press_freedom,media_type,popularity,MBFC_credibility,image_url,page_url,biaser
2541,The Post Millennial,https://www.thepostmillennial.com,Canada,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/the-post-millennial/,mediabiasfactcheck.com
2542,Punching Bag Post,https://punchingbagpost.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/punchingbag-post/,mediabiasfactcheck.com
2543,The Ron Paul Institute,http://www.ronpaulinstitute.org/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/the-ron-paul-institute/,mediabiasfactcheck.com
2544,The Star (Malaysia),https://www.thestar.com,Malaysia,Right,Mixed,N/A,Newspaper,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/the-star-malaysia/,mediabiasfactcheck.com
2545,The Sun UK,https://www.thesun.co.uk/,United kingdom,Right,Mixed,N/A,Newspaper,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-sun/,mediabiasfactcheck.com
2546,The Tennessee Star,http://tennesseestar.com/,Usa,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/the-tennessee-star/,mediabiasfactcheck.com
2547,The Texan,https://thetexan.news/,Usa,Right,Mostly factual,Mostly free,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/the-texan/,mediabiasfactcheck.com
2548,The Truth About Guns,http://www.thetruthaboutguns.com/,Usa,Right,Mostly factual,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right081.png,https://mediabiasfactcheck.com/the-truth-about-guns/,mediabiasfactcheck.com
2549,The US Sun,https://www.the-sun.com/,Usa,Right,Mixed,Mostly free,Website,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-us-sun-bias/,mediabiasfactcheck.com
2550,Toronto Sun,https://torontosun.com,Canada,Right,Mostly factual,N/A,Newspaper,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/toronto-sun/,mediabiasfactcheck.com
2551,My Daily Freedom,https://mydailyfreedom.com/,Usa,Right,Mixed,Mostly free,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/trending-views/,mediabiasfactcheck.com
2552,Tribunist,https://tribunist.com,Usa,Right,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/tribunist/,mediabiasfactcheck.com
2553,True North Centre for Public Policy,https://tnc.news/,Canada,Right,Mixed,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/true-north-centre-for-public-policy/,mediabiasfactcheck.com
2554,TRT World,https://www.trtworld.com,Turkey,Right,Mixed,N/A,Tv station,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/trt-world/,mediabiasfactcheck.com
2555,Twitchy,https://twitchy.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/twitchy/,mediabiasfactcheck.com
2556,UN Watch,https://www.unwatch.org,Switzerland,Right,Mostly factual,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/un-watch/,mediabiasfactcheck.com
2557,Unity News Network,https://unitynewsnetwork.co.uk,United kingdom,Right,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/unity-news-network/,mediabiasfactcheck.com
2558,Update America,https://www.updateamerica.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/update-america/,mediabiasfactcheck.com
2559,Valuetainment,https://valuetainment.com/,Usa,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/valuetainment-bias/,mediabiasfactcheck.com
2560,Washington Examiner,https://www.washingtonexaminer.com/,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/washington-examiner/,mediabiasfactcheck.com
2561,Washington Free Beacon,https://freebeacon.com/,Usa,Right,Mixed,Mostly free,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/washington-free-beacon/,mediabiasfactcheck.com
2562,Watchdog Report,https://watchdogreport.org/,Usa,Right,Mixed,Mostly free,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/watchdog-report/,mediabiasfactcheck.com
2563,Weasel Zippers,http://www.weaselzippers.us/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/weasel-zippers/,mediabiasfactcheck.com
2564,Weekly Standard,http://www.weeklystandard.com/,Usa,Right,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/weekly-standard/,mediabiasfactcheck.com
2565,Western Standard,https://www.westernstandard.news/,Canada,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/western-standard-bias/,mediabiasfactcheck.com
2566,WestMonster,http://www.westmonster.com/,United kingdom,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/westmonster/,mediabiasfactcheck.com
2567,Whatfinger,http://www.whatfinger.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/whatfinger/,mediabiasfactcheck.com
2568,WikiIslam,https://wikiislam.net/,Usa,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/wikiislam/,mediabiasfactcheck.com
2569,World Magazine,https://wng.org/,Usa,Right,Mixed,N/A,Magazine,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/world-magazine/,mediabiasfactcheck.com
2570,World Tribune,ttps://www.worldtribune.com,Usa,Far right,Low,N/A,Website,Medium,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/world-tribune/,mediabiasfactcheck.com
2571,YellowHammer News,https://yellowhammernews.com/,Usa,Right,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/yellowhammer-news/,mediabiasfactcheck.com
2572,Young America’s Foundation (YAF),https://www.yaf.org,Usa,Right,Mixed,N/A,Organization/foundation,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/young-americas-foundation-yaf/,mediabiasfactcheck.com
2573,Young Conservatives,https://www.chicksonright.com/youngconservatives/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/young-conservatives/,mediabiasfactcheck.com
2574,ABC News (Online),http://abcnews.go.com/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/abc-news-media-bias,allsides.com
2575,Above The Law,N/A,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/above-law-media-bias,allsides.com
2576,Abridge News,https://abridgenews.com,N/A,Mixed,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-allsides-new-12_0.png,https://allsides.com/news-source/abridge-news-media-bias,allsides.com
2577,Advocate,https://www.advocate.com/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/advocate-media-bias-0,allsides.com
2578,AJ+,https://www.ajplus.net/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/aj-media-bias,allsides.com
2579,Al Jazeera,https://www.aljazeera.com/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/al-jazeera-media-bias,allsides.com
2580,Albuquerque Journal,https://www.abqjournal.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/albuquerque-journal-media-bias,allsides.com
2581,AllSides,http://www.allsides.com,N/A,Mixed,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-allsides-new-12_0.png,https://allsides.com/news-source/allsides,allsides.com
2582,AllSides Community,N/A,N/A,Mixed,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-allsides-new-12_0.png,https://allsides.com/news-source/allsides-community,allsides.com
2583,AlterNet,http://www.alternet.org/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/alternet-media-bias,allsides.com
2584,America's 1st Freedom,N/A,N/A,Right-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-right.png,https://allsides.com/news-source/americas-1st-freedom-media-bias,allsides.com
2585,American Greatness,https://amgreatness.com/,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-right.png,https://allsides.com/news-source/american-greatness-media-bias,allsides.com
2586,American Thinker,http://www.americanthinker.com/,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-right.png,https://allsides.com/news-source/american-thinker,allsides.com
2587,Anchorage Daily News,http://www.adn.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/anchorage-daily-news,allsides.com
2588,Aquinas College Saint,http://www.aquinas.edu/thesaint/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/aquinas-college-saint,allsides.com
2589,Arc Digital,https://www.arcdigital.media/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/arc-digital-media-bias,allsides.com
2590,Arizona Mirror,N/A,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/arizona-mirror-media-bias,allsides.com
2591,Arkansas Democrat-Gazette,http://www.arkansasonline.com/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/arkansas-democrat-gazette,allsides.com
2592,Ars Technica,https://arstechnica.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/ars-technica-media-bias,allsides.com
2593,Associated Press,https://apnews.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/associated-press-media-bias,allsides.com
2594,Associated Press Politics & Fact Check,https://apnews.com/APFactCheck,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/ap-fact-check-media-bias,allsides.com
2595,Atlanta Black Star,N/A,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/atlanta-black-star-media-bias,allsides.com
2596,Atlanta Journal-Constitution,http://www.ajc.com/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/atlanta-journal-constitution,allsides.com
2597,Austin American-Statesman,http://www.mystatesman.com/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/austin-american-statesman,allsides.com
2598,Axios,https://www.axios.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/axios,allsides.com
2599,AZ Central,https://www.azcentral.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/az-central-media-bias,allsides.com
2600,Babylon Bee (Humor),https://babylonbee.com/,N/A,Right-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-right.png,https://allsides.com/news-source/babylon-bee-media-bias,allsides.com
2601,Baltimore Sun,https://www.baltimoresun.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/baltimore-sun,allsides.com
2602,Bangor Daily News,N/A,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/bangor-daily-news-media-bias,allsides.com
2603,Barnstable Patriot,http://www.barnstablepatriot.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/barnstable-patriot,allsides.com
2604,Barron's,https://www.barrons.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/barrons-media-bias,allsides.com
2605,BBC News,http://www.bbc.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/bbc-news-media-bias,allsides.com
2606,Bearing Drift,http://www.bearingdrift.com,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-right.png,https://allsides.com/news-source/bearing-drift,allsides.com
2607,Beaumont Enterprise,https://www.beaumontenterprise.com/,N/A,Center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-center.png,https://allsides.com/news-source/beaumont-enterprise-media-bias,allsides.com
2608,BET,N/A,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/bet-media-bias,allsides.com
2609,Biblical Gender Roles,N/A,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-right.png,https://allsides.com/news-source/biblical-gender-roles-media-bias,allsides.com
2610,Biblical Sexology,N/A,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-right.png,https://allsides.com/news-source/biblical-sexology-media-bias,allsides.com
2611,Bizpac Review,https://www.bizpacreview.com/about-us,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-right.png,https://allsides.com/news-source/bizpac-review-media-bias,allsides.com
2612,Black Agenda Report,https://blackagendareport.com/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/black-agenda-report-media-bias,allsides.com
2613,Black Enterprise,N/A,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/black-enterprise-media-bias,allsides.com
2614,Block Club Chicago,https://blockclubchicago.org/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/book-club-chicago-media-bias,allsides.com
2615,Bloomberg,http://www.bloomberg.com/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/bloomberg-media-bias,allsides.com
2616,Blue Virginia,http://www.bluevirginia.us,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/blue-virginia,allsides.com
2617,Boing Boing,http://boingboing.net/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-left.png,https://allsides.com/news-source/boing-boing,allsides.com
2618,Boston Herald,N/A,N/A,Right-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-right.png,https://allsides.com/news-source/boston-herald-media-bias,allsides.com
2619,Boston Herald Editorial,N/A,N/A,Right-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-right.png,https://allsides.com/news-source/boston-herald-editorial-media-bias,allsides.com
2620,Boston Review,https://www.bostonreview.net/,N/A,Left-center,N/A,N/A,N/A,N/A,N/A,https://www.allsides.com/sites/default/files/styles/bias144x24/public/bias-leaning-left.png,https://allsides.com/news-source/boston-review-media-bias,allsides.com
